Wonder Woman,"It's the modern day, and being Wonder Woman is complicated. Diana is leading a triple life - running a large corporation out of costume and fighting crime in costume in one identity.",2011,4.6,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt1740828/?ref_=adv_li_tt,"1,651"
Toff Guys,A very British drug lord tries to sell off his highly profitable empire to a dynasty of Oklahoma billionaires.,,NA,Action,http://www.imdb.com/title/tt8367814/?ref_=adv_li_tt,NA
Silencer,"Retired hitman must reawaken all his deadly skills, and fight a one-man war against his former employer.",2018,4.1,"Action, Thriller",http://www.imdb.com/title/tt5867226/?ref_=adv_li_tt,258
Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",2012,6.3,"Action, Crime, Thriller",http://www.imdb.com/title/tt1397280/?ref_=adv_li_tt,"265,984"
Hostage,"When a family is held hostage, former hostage negotiator Jeff Talley arrives at the scene. Talley's own family is kidnapped and Talley must decide which is more important: saving a family he doesn't even know or saving his own family.",2005,6.6,"Action, Crime, Drama",http://www.imdb.com/title/tt0340163/?ref_=adv_li_tt,"100,551"
Safe,"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.",2012,6.5,"Action, Crime, Thriller",http://www.imdb.com/title/tt1656190/?ref_=adv_li_tt,"93,795"
Jean-Claude Van Johnson,"Stars global martial arts & actor Jean-Claude Van Damme playing Jean-Claude Van Damme, a global martial arts & film sensation, also operating under the simple alias of Johnson as the ...                See full summary »",2016-2017,7.8,"Action, Comedy, Drama",http://www.imdb.com/title/tt6682754/?ref_=adv_li_tt,"6,128"
The Taking of Pelham 123,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",2009,6.4,"Action, Crime, Thriller",http://www.imdb.com/title/tt1111422/?ref_=adv_li_tt,"167,978"
War Party,Plot unknown. Described as an adventure film about Navy SEALS.,,NA,"Action, Adventure, Drama",http://www.imdb.com/title/tt6659386/?ref_=adv_li_tt,NA
Vertical Limit,"A climber must rescue his sister on top of K2, one of the world's biggest mountains.",2000,5.9,"Action, Adventure, Drama",http://www.imdb.com/title/tt0190865/?ref_=adv_li_tt,"54,052"
Dreamscape,A young psychic on the run from himself is recruited by a government agency experimenting with the use of the dream-sharing technology and is given the inverse task of planting an idea into the mind of the U.S. president.,1984,6.3,"Action, Adventure, Horror",http://www.imdb.com/title/tt0087175/?ref_=adv_li_tt,"12,095"
Total Drama,Animated satire of survivor reality shows featuring random teenage archetypes vying for the final prize by any means necessary.,2007,7.2,"Animation, Action, Comedy",http://www.imdb.com/title/tt1173427/?ref_=adv_li_tt,"6,380"
Uncharted: Live Action Fan Film,Treasure hunter Nathan Drake finds himself captured while searching for the lost treasure of the Flor de la Mar.,2018,8.5,"Short, Action, Adventure",http://www.imdb.com/title/tt8707436/?ref_=adv_li_tt,"2,037"
Viking Destiny,"A Viking Princess is forced to flee her kingdom after being framed for the murder of her father, the King. Under the guidance of the God Odin, she travels the world gaining wisdom and building the army she needs to win back her throne.",2018,4,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt5657280/?ref_=adv_li_tt,296
Tremors: A Cold Day in Hell,"The new sequel finds Burt Gummer, who's dying from Graboid poison, and his son Travis at a remote research station in Canada's Nunavut Territory, where they must go up against a new batch of Graboids to save Burt's life.",2018,5.1,"Action, Adventure, Comedy",http://www.imdb.com/title/tt6086082/?ref_=adv_li_tt,"2,637"
Star Trek: First Contact,The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,1996,7.6,"Action, Adventure, Drama",http://www.imdb.com/title/tt0117731/?ref_=adv_li_tt,"107,588"
Green Zone,Discovering covert and faulty intelligence causes a U.S. Army officer to go rogue as he hunts for Weapons of Mass Destruction in an unstable region.,2010,6.8,"Action, Drama, Thriller",http://www.imdb.com/title/tt0947810/?ref_=adv_li_tt,"120,143"
Kill Bill: Vol. 3,The plot is unknown at this time.,,NA,"Action, Crime, Thriller",http://www.imdb.com/title/tt1521225/?ref_=adv_li_tt,NA
Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,2009,6.2,"Action, Crime, Thriller",http://www.imdb.com/title/tt1121931/?ref_=adv_li_tt,"127,670"
Tears of the Sun,A Special-Ops commander leads his team into the Nigerian jungle in order to rescue a doctor who will only join them if they agree to save 70 refugees too.,2003,6.6,"Action, Drama, Thriller",http://www.imdb.com/title/tt0314353/?ref_=adv_li_tt,"103,763"
The Longest Day,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",1962,7.8,"Action, Drama, History",http://www.imdb.com/title/tt0056197/?ref_=adv_li_tt,"47,737"
Untitled Indiana Jones Project,The plot is unknown at this time.,2021,NA,"Action, Adventure, Mystery",http://www.imdb.com/title/tt1462764/?ref_=adv_li_tt,NA
Batman: Gotham by Gaslight,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",2018,6.8,"Animation, Action, Adventure",http://www.imdb.com/title/tt7167630/?ref_=adv_li_tt,"8,733"
Guardians,"During the Cold War, an organization called Patriot created a super-hero squad, which includes members of multiple Soviet republics. For years, the heroes had to hide their identities, but in hard times they must show themselves again.",2017,4,"Action, Sci-Fi",http://www.imdb.com/title/tt4600952/?ref_=adv_li_tt,"9,003"
DOA: Dead or Alive,"The world's best fighters are invited to DOA, an invitational martial arts contest. There, four female rival fighters will have to work together to uncover the secret that the organizer of the tournament is trying to hide.",2006,4.8,"Action, Adventure",http://www.imdb.com/title/tt0398913/?ref_=adv_li_tt,"41,094"
Kickboxer,Kurt Sloane must learn the ancient kick boxing art of Muay Thai in order to avenge his brother.,1989,6.4,"Action, Sport, Thriller",http://www.imdb.com/title/tt0097659/?ref_=adv_li_tt,"43,300"
Redcon-1,A squad of eight Special Forces soldiers are assigned a suicide mission to rescue a scientist from a city ruled by the undead.,2018,6.4,"Action, Sci-Fi, Thriller",http://www.imdb.com/title/tt2034176/?ref_=adv_li_tt,65
Hands of Stone,The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,2016,6.6,"Action, Biography, Drama",http://www.imdb.com/title/tt1781827/?ref_=adv_li_tt,"12,159"
Thick as Thieves,A veteran thief recruits a younger crook to help him pull off one final job in order to repay his debt to the Russian mob.,2009,6,"Action, Crime, Thriller",http://www.imdb.com/title/tt1112782/?ref_=adv_li_tt,"31,402"
Renegades,A team of Navy SEALs discover an underwater treasure in a Bosnian lake.,2017,5.4,"Action, Adventure, Crime",http://www.imdb.com/title/tt4106376/?ref_=adv_li_tt,"5,634"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",1991,6,"Action, Adventure, Comedy",http://www.imdb.com/title/tt0103060/?ref_=adv_li_tt,"46,627"
Get Smart,"Bumbling Maxwell Smart, Agent 86 for CONTROL, battles the evil forces of KAOS with the help of his competent partner Agent 99.",1965-1970,8.3,"Action, Adventure, Comedy",http://www.imdb.com/title/tt0058805/?ref_=adv_li_tt,"9,360"
Rogue,"Grace, a morally and emotionally-conflicted undercover detective, is tormented by the possibility that her own actions contributed to her son's mysterious death. In her quest for the truth,...                See full summary »",2013,6.9,"Action, Crime, Drama",http://www.imdb.com/title/tt2397255/?ref_=adv_li_tt,"2,214"
Dominion,Follows the perilous journey of a rebellious young soldier who discovers he's the unlikely savior of humanity.,2014-2015,6.8,"Action, Drama, Fantasy",http://www.imdb.com/title/tt3079768/?ref_=adv_li_tt,"21,498"
Eraser,A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,1996,6.1,"Action, Drama, Mystery",http://www.imdb.com/title/tt0116213/?ref_=adv_li_tt,"94,309"
Al Hayba the Comeback,"Flashback story begins with a revenge for killing a father of a smuggling family by another smuggling family, and then engage the two families in endless tribal conflicts.",2018,8.8,"Action, Drama, Thriller",http://www.imdb.com/title/tt8585236/?ref_=adv_li_tt,62
Reindeer Games,"After assuming his dead cellmate's identity to get with the other man's girlfriend, an ex-con finds himself a reluctant participant in a casino heist.",2000,5.7,"Action, Adventure, Crime",http://www.imdb.com/title/tt0184858/?ref_=adv_li_tt,"34,370"
Robin Hood,"After 5 years of fighting in the crusades, Robin returns to England and leads a band of outlaws to outwit the Sheriff of Nottingham.",2006-2009,7.5,"Action, Adventure, Comedy",http://www.imdb.com/title/tt0787985/?ref_=adv_li_tt,"14,556"
Against All Odds,"A gangster hires an ex-football player to find his girlfriend. When he finds her, they fall in love, and the twists start to appear.",1984,5.9,"Action, Adventure, Crime",http://www.imdb.com/title/tt0086859/?ref_=adv_li_tt,"9,196"
El marginal,"Miguel (Juan Minujin), a former Argentinian cop, is sent by a judge to get into a prison in order to find the kidnapper of his daughter as a result of a favor. Once in there, he changes his...                See full summary »",2016,8.4,"Action, Crime, Drama",http://www.imdb.com/title/tt5820976/?ref_=adv_li_tt,"1,491"
Yip Man 3,"When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.",2015,7.1,"Action, Biography, Drama",http://www.imdb.com/title/tt2888046/?ref_=adv_li_tt,"36,043"
Call of Duty: Black Ops III,The third installment of the Call of Duty: Black Ops franchise brings the player to a dark twisted future with a built-up war storyline.,2015,7.1,"Action, Sci-Fi, Thriller",http://www.imdb.com/title/tt4844106/?ref_=adv_li_tt,"3,638"
Death Race: Inferno,"Convicted cop-killer Carl Lucas, aka Frankenstein, is a superstar driver in the brutal prison yard demolition derby known as Death Race. Only one victory away from winning freedom for himself and his pit crew.",2013,5.5,"Action, Sci-Fi, Thriller",http://www.imdb.com/title/tt1988591/?ref_=adv_li_tt,"16,608"
The Punisher,"When Frank Castle's family is murdered by criminals, he wages war on crime as a vigilante assassin known only as The Punisher.",1989,5.7,"Action, Crime, Drama",http://www.imdb.com/title/tt0098141/?ref_=adv_li_tt,"19,072"
The Bounty,"Fed up with their captain's harsh discipline, a sailing ship crew decides to take action.",1984,7.1,"Action, Adventure, Drama",http://www.imdb.com/title/tt0086993/?ref_=adv_li_tt,"20,919"
The Saint,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",1997,6.2,"Action, Adventure, Romance",http://www.imdb.com/title/tt0120053/?ref_=adv_li_tt,"56,641"
Young Hercules,"The adventures of Hercules as a boy, during his time at a training academy for warriors.",1998-1999,5.8,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt0169516/?ref_=adv_li_tt,"1,415"
Batman: The Killing Joke,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",2016,6.5,"Animation, Action, Crime",http://www.imdb.com/title/tt4853102/?ref_=adv_li_tt,"40,871"
The Last Dragon,"In New York City, a young man searches for the master to obtain the final level of martial arts mastery known as the glow. Along the way, he must fight a martial arts expert corrupted ...                See full summary »",1985,6.9,"Action, Comedy, Drama",http://www.imdb.com/title/tt0089461/?ref_=adv_li_tt,"10,908"
Blue Iguana,"Ex-jailbirds Eddie and Paul are on parole and working in a New York diner. Their lives are a dead end. That is, until English lawyer Katherine Rookwood walks into the diner with an offer they can't refuse.",2018,5.3,"Action, Comedy, Romance",http://www.imdb.com/title/tt2316479/?ref_=adv_li_tt,527
House on Willow Street,"After a young woman is kidnapped, her captors soon come to realize that in fact they may be the ones in danger and this young woman has a dark secret inside her.",2016,5,"Action, Horror, Thriller",http://www.imdb.com/title/tt4961380/?ref_=adv_li_tt,"7,156"
Men at Work,Two garbage men uncover a conspiracy involving illegal toxic waste dumping and decide to bring the whole operation down.,1990,5.9,"Action, Comedy, Crime",http://www.imdb.com/title/tt0100135/?ref_=adv_li_tt,"20,505"
Mortal Kombat: Annihilation,A group of martial arts warriors have only six days to save the Earth from an extra-dimensional invasion.,1997,3.7,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt0119707/?ref_=adv_li_tt,"41,031"
Snakes on a Plane,"An F.B.I. Agent takes on a plane full of deadly venomous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.",2006,5.5,"Action, Adventure, Crime",http://www.imdb.com/title/tt0417148/?ref_=adv_li_tt,"123,848"
Devilman: Crybaby,"Demons invade humanity after being frozen in ice for millions of years. Akira, a timid boy, is tasked by his friend Ryo to merge with one of these demons in order to be able to fight back against them for the sake of humanity.",2018,7.7,"Animation, Action, Horror",http://www.imdb.com/title/tt6660498/?ref_=adv_li_tt,"5,428"
Wiedzmin 3: Dziki Gon,"Geralt of Rivia, a monster hunter for hire, embarks on an epic journey to find his former apprentice, Ciri, before The Wild Hunt can capture her and bring about the destruction of the world.",2015,9.8,"Action, Adventure, Drama",http://www.imdb.com/title/tt2993508/?ref_=adv_li_tt,"10,899"
Bulletproof Monk,"Based on the very underground comic book, a Tibetan monk becomes a mentor to a young street kid whom he can teach to protect a scroll.",2003,5.5,"Action, Comedy, Fantasy",http://www.imdb.com/title/tt0245803/?ref_=adv_li_tt,"45,218"
Blitz,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,2011,6.2,"Action, Crime, Thriller",http://www.imdb.com/title/tt1297919/?ref_=adv_li_tt,"75,397"
Suicide Squad: Hell to Pay,Task Force X targets a powerful mystical object that they will risk their lives to steal.,2018,7,"Animation, Action, Fantasy",http://www.imdb.com/title/tt7167602/?ref_=adv_li_tt,"5,686"
Repo Men,"Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.",2010,6.3,"Action, Crime, Sci-Fi",http://www.imdb.com/title/tt1053424/?ref_=adv_li_tt,"94,284"
Superman IV: The Quest for Peace,"The Man of Steel crusades for nuclear disarmament and meets Lex Luthor's latest creation, Nuclear Man.",1987,3.7,"Action, Adventure, Family",http://www.imdb.com/title/tt0094074/?ref_=adv_li_tt,"38,070"
Spaced,"Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.",1999-2001,8.6,"Action, Comedy",http://www.imdb.com/title/tt0187664/?ref_=adv_li_tt,"45,077"
The Bounty Hunter,"A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.",2010,5.6,"Action, Comedy, Romance",http://www.imdb.com/title/tt1038919/?ref_=adv_li_tt,"109,061"
The Jackal,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly faceless assassin from completing his next job.",1997,6.4,"Action, Crime, Drama",http://www.imdb.com/title/tt0119395/?ref_=adv_li_tt,"97,130"
In the Line of Fire,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",1993,7.2,"Action, Crime, Drama",http://www.imdb.com/title/tt0107206/?ref_=adv_li_tt,"82,353"
The Man with the Iron Fists,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers.",2012,5.4,Action,http://www.imdb.com/title/tt1258972/?ref_=adv_li_tt,"57,446"
The Man from Nowhere,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,2010,7.8,"Action, Drama, Thriller",http://www.imdb.com/title/tt1527788/?ref_=adv_li_tt,"52,817"
Six Days Seven Nights,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",1998,5.8,"Action, Adventure, Comedy",http://www.imdb.com/title/tt0120828/?ref_=adv_li_tt,"66,801"
Triple Frontier,Five friends re-unite to take down a South American drug lord.,2019,NA,"Action, Adventure, Crime",http://www.imdb.com/title/tt1488606/?ref_=adv_li_tt,NA
Mayhem,A virus spreads through an office complex causing white collar workers to act out their worst impulses.,2017,6.3,"Action, Comedy, Horror",http://www.imdb.com/title/tt4348012/?ref_=adv_li_tt,"10,320"
The Guardian,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's A School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",2006,6.9,"Action, Adventure, Drama",http://www.imdb.com/title/tt0406816/?ref_=adv_li_tt,"81,636"
Congo,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",1995,5.1,"Action, Adventure, Mystery",http://www.imdb.com/title/tt0112715/?ref_=adv_li_tt,"38,240"
Attrition,"When a Thai girl with mythical powers goes missing, Axe and his old team unite in attempts to bring her back.",2018,4.6,Action,http://www.imdb.com/title/tt5465970/?ref_=adv_li_tt,182
The Aeronauts,Pilot Amelia Wren and scientist James Glaisher find themselves in an epic fight for survival while attempting to make discoveries in a hot air balloon.,2019,NA,"Action, Adventure, Biography",http://www.imdb.com/title/tt6141246/?ref_=adv_li_tt,NA
Black Death,"Set during the time of the first outbreak of bubonic plague in England, a young monk is given the task of learning the truth about reports of people being brought back to life in a small village.",2010,6.4,"Action, Adventure, Drama",http://www.imdb.com/title/tt1181791/?ref_=adv_li_tt,"40,091"
Black Rain,Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.,1989,6.6,"Action, Crime, Thriller",http://www.imdb.com/title/tt0096933/?ref_=adv_li_tt,"44,190"
Assassin's Creed: Origins,"A prequel to the Assassin's Creed Franchise set in Egypt from 48 BC where Bayek, a Medjay, begins the foundation of the Assassin's Brotherhood.",2017,8.9,"Action, Adventure, Drama",http://www.imdb.com/title/tt7025920/?ref_=adv_li_tt,"2,405"
77 Sunset Strip,"Stu Bailey and Jeff Spencer were the wisecracking, womanizing private detective heroes of this Warner Brothers drama. Stu and Jeff worked out of an office located at 77 Sunset Strip in Los ...                See full summary »",1958-1964,7.8,"Action, Crime, Drama",http://www.imdb.com/title/tt0051247/?ref_=adv_li_tt,"1,003"
Titanic II,"On the 100th anniversary of the original voyage, a modern luxury liner christened Titanic 2, follows the path of its namesake. But when a tsunami hurls an ice berg into the new ship's ...                See full summary »",2010,1.6,"Action, Adventure, Drama",http://www.imdb.com/title/tt1640571/?ref_=adv_li_tt,"9,681"
Kill Switch,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,2017,4.8,"Action, Sci-Fi, Thriller",http://www.imdb.com/title/tt5464234/?ref_=adv_li_tt,"5,797"
Kung Fu Yoga,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",2017,5.2,"Action, Adventure, Comedy",http://www.imdb.com/title/tt4217392/?ref_=adv_li_tt,"6,760"
The Black Cauldron,A young boy and a bunch of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,1985,6.5,"Animation, Action, Adventure",http://www.imdb.com/title/tt0088814/?ref_=adv_li_tt,"26,185"
The Core,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,2003,5.5,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt0298814/?ref_=adv_li_tt,"84,275"
Duel,A business commuter is pursued and terrorized by the malevolent driver of a massive tractor-trailer.,1971,7.7,"Action, Horror, Thriller",http://www.imdb.com/title/tt0067023/?ref_=adv_li_tt,"54,959"
Dragon Ball: Doragon bôru,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.",1986-1989,8.6,"Animation, Action, Adventure",http://www.imdb.com/title/tt0088509/?ref_=adv_li_tt,"38,121"
Darc,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",2018,5.8,"Action, Thriller",http://www.imdb.com/title/tt4594836/?ref_=adv_li_tt,"2,238"
Suburra - La serie,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",2017,8.1,"Action, Crime",http://www.imdb.com/title/tt7197684/?ref_=adv_li_tt,"4,723"
Taxi 5,"A police officer who's transfered in the police of Marseille gets assigned to take down a group of Italian robbers who drive the powerfull Ferrari's with the older niece of Daniel, a terrible driver who gets the legendary white taxi.",2018,4.7,"Action, Adventure, Comedy",http://www.imdb.com/title/tt7238392/?ref_=adv_li_tt,"4,158"
Red Sonja,A female Redhead sets out on a killing spree to avenge her family's murder.,1985,5,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt0089893/?ref_=adv_li_tt,"34,603"
War,An FBI Agent seeks vengeance on a mysterious assassin known as Rogue who murdered his partner.,2007,6.3,"Action, Crime, Thriller",http://www.imdb.com/title/tt0499556/?ref_=adv_li_tt,"79,228"
Shoot 'Em Up,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",2007,6.7,"Action, Comedy, Crime",http://www.imdb.com/title/tt0465602/?ref_=adv_li_tt,"137,993"
Monster Trucks,A young man working at a small town junkyard discovers and befriends a creature which feeds on oil being sought by a fracking company.,2016,5.7,"Action, Adventure, Comedy",http://www.imdb.com/title/tt3095734/?ref_=adv_li_tt,"12,480"
Surrogates,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",2009,6.3,"Action, Sci-Fi, Thriller",http://www.imdb.com/title/tt0986263/?ref_=adv_li_tt,"160,976"
Airwolf,"As part of a deal with an intelligence agency to look for his missing brother, a renegade pilot goes on missions with an advanced battle helicopter.",1984-1986,6.8,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt0086662/?ref_=adv_li_tt,"8,070"
The Ballad of Lefty Brown,"A thrilling and action-packed Western, The Ballad of Lefty Brown is a story about loyalty, friendship, and the relentless pursuit of justice.",2017,6.2,"Action, Drama, Western",http://www.imdb.com/title/tt4400994/?ref_=adv_li_tt,"3,267"
The Darkest Hour,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.",2011,4.9,"Action, Adventure, Horror",http://www.imdb.com/title/tt1093357/?ref_=adv_li_tt,"54,083"
Overdrive,"Two car thief brothers, who journey to the south of France for new opportunities, wind up in the cross hairs of the local crime boss.",2017,5.4,"Action, Thriller",http://www.imdb.com/title/tt1935194/?ref_=adv_li_tt,"9,278"
The Avengers,Two British agents team up to stop Sir August de Wynter from destroying the world with a weather-changing machine.,1998,3.7,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt0118661/?ref_=adv_li_tt,"37,961"
Millennium,The adventures of journalist Mikael Blomkvist and hacker Lisbeth Salander.,2010,8.3,"Action, Crime, Mystery",http://www.imdb.com/title/tt1634549/?ref_=adv_li_tt,"5,376"
The Golden Child,A private detective specializing in missing children is charged with the task of finding a special child who dark forces want to eliminate.,1986,5.9,"Action, Adventure, Comedy",http://www.imdb.com/title/tt0091129/?ref_=adv_li_tt,"45,407"
The Great Race,A grand adventurous race takes place between the heroic Leslie and the despicable Professor Fate across three continents.,1965,7.3,"Action, Adventure, Comedy",http://www.imdb.com/title/tt0059243/?ref_=adv_li_tt,"14,268"
War on Everyone,"Two corrupt cops set out to blackmail and frame every criminal unfortunate enough to cross their path. Events, however, are complicated by the arrival of someone who appears to be even more dangerous than they are.",2016,5.8,"Action, Comedy",http://www.imdb.com/title/tt3708886/?ref_=adv_li_tt,"14,614"
Ride Along,"Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.",2014,6.2,"Action, Comedy, Crime",http://www.imdb.com/title/tt1408253/?ref_=adv_li_tt,"90,935"
Yojimbo,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,1961,8.3,"Action, Drama, Thriller",http://www.imdb.com/title/tt0055630/?ref_=adv_li_tt,"92,330"
The Rhythm Section,A woman seeks revenge against those who orchestrated a plane crash that killed her family.,2019,NA,"Action, Mystery, Thriller",http://www.imdb.com/title/tt7134096/?ref_=adv_li_tt,NA
The Negotiator,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.",1998,7.3,"Action, Crime, Drama",http://www.imdb.com/title/tt0120768/?ref_=adv_li_tt,"119,207"
The Man from U.N.C.L.E.,"The two top agents of the United Network Command for Law and Enforcement fight the enemies of peace, particularly the forces of THRUSH.",1964-1968,7.8,"Action, Adventure, Crime",http://www.imdb.com/title/tt0057765/?ref_=adv_li_tt,"4,015"
30 Minutes or Less,"Two fledgling criminals kidnap a pizza delivery guy, strap a bomb to his chest, and inform him that he has mere hours to rob a bank or else...",2011,6.1,"Action, Comedy, Crime",http://www.imdb.com/title/tt1622547/?ref_=adv_li_tt,"85,519"
Danger One,"While transporting a dying man to the hospital, two paramedics find a million dollars in cash sewn into his clothing. When the man dies, they decide to keep it, setting them on a path for a hellish night of violence and mayhem.",2018,5.7,"Action, Comedy, Crime",http://www.imdb.com/title/tt6504538/?ref_=adv_li_tt,689
Iron Sky,The Nazis set up a secret base on the dark side of the moon in 1945 where they hide out and plan to return to power in 2018.,2012,5.9,"Action, Comedy, Sci-Fi",http://www.imdb.com/title/tt1034314/?ref_=adv_li_tt,"85,525"
Teen Titans: The Judas Contract,Add a Plot,2017,7,"Animation, Action, Adventure",http://www.imdb.com/title/tt6315800/?ref_=adv_li_tt,"8,055"
Smokey and the Bandit II,"The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.",1980,5.2,"Action, Comedy",http://www.imdb.com/title/tt0081529/?ref_=adv_li_tt,"13,046"
Midnight Run,"An accountant is chased by bounty hunters, the F.B.I., and the Mafia after jumping bail.",1988,7.6,"Action, Comedy, Crime",http://www.imdb.com/title/tt0095631/?ref_=adv_li_tt,"62,245"
Race to Witch Mountain,A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.,2009,5.7,"Action, Adventure, Family",http://www.imdb.com/title/tt1075417/?ref_=adv_li_tt,"49,492"
The Toxic Avenger,Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.,1984,6.2,"Action, Comedy, Horror",http://www.imdb.com/title/tt0090190/?ref_=adv_li_tt,"21,890"
Ninja Assassin,"A young ninja turns his back on the orphanage that raised him, leading to a confrontation with a fellow ninja from the clan.",2009,6.4,"Action, Thriller",http://www.imdb.com/title/tt1186367/?ref_=adv_li_tt,"63,120"
Ice Age: Dawn of the Dinosaurs,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",2009,7,"Animation, Action, Adventure",http://www.imdb.com/title/tt1080016/?ref_=adv_li_tt,"194,246"
Three Kings,"In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",1999,7.1,"Action, Adventure, Comedy",http://www.imdb.com/title/tt0120188/?ref_=adv_li_tt,"149,904"
Teenage Mutant Ninja Turtles,The adventures of a quartet of humanoid warrior turtles and their friends.,1987-1996,7.9,"Animation, Action, Adventure",http://www.imdb.com/title/tt0131613/?ref_=adv_li_tt,"26,672"
Shin Godzilla,Japan is plunged into chaos upon the appearance of a giant monster.,2016,6.7,"Action, Adventure, Drama",http://www.imdb.com/title/tt4262980/?ref_=adv_li_tt,"16,026"
Pirates of the Caribbean 6,The plot is unknown at this time.,,NA,"Action, Adventure, Comedy",http://www.imdb.com/title/tt1790810/?ref_=adv_li_tt,NA
